"","exposure","outcome","id.exposure","id.outcome","samplesize","SNP","b","se","p"
"1","Subjective well being || id:1009","Body mass index || id:2","1009","2",338294,"rs10172421",0.00373123815964262,0.0337526429702581,0.911975936242939
"202","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs6089930",0.0217422934018769,0.0462849288848682,0.638534442583698
"203","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs6587766",0.0273648453629078,0.0480358891228547,0.568898146107447
"204","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs6598440",0.0259233449858628,0.0467723702217806,0.579411292751678
"205","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs6813656",0.0363352094990044,0.0481202164738488,0.450193546023295
"206","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs7072297",0.0276268318316657,0.0482071706284529,0.566586785538969
"207","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs7149000",0.02552233390043,0.0473459947321572,0.589845425877559
"208","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs7445606",0.0364980927300215,0.0479609470067245,0.446659407823362
"209","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs7487682",0.02911066991605,0.0477973461620788,0.542495510089989
"210","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs7584895",0.0390624449259676,0.0477702943337179,0.41352043715648
"211","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs7939430",0.0295233932829175,0.0479065492418696,0.537716002222207
"212","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs7952069",0.0292261011635981,0.0479573985256504,0.54224741997847
"213","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs8073904",0.0294362739370495,0.0476638503448594,0.536851771767728
"214","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs8180800",0.036048384021802,0.0479801542682565,0.45246091672755
"215","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs903834",0.0312151364940689,0.0480215257351584,0.515676823309578
"216","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs905456",0.0390449616415779,0.047747361723499,0.413505257472903
"217","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs9291932",0.035694104842169,0.0480399145681878,0.457476030455359
"218","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs929814",0.0355341675521784,0.0480117086222305,0.459230447439151
"219","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs9528554",0.0290096804912789,0.0478613216884668,0.544435401360911
"220","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs976337",0.0249461589631731,0.0472310794057296,0.5973795898068
"221","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs9840016",0.0255162008396243,0.047357122710291,0.590022195175413
"222","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs9956636",0.034005950093983,0.0480716797885874,0.479317370716293
"223","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"All",0.0336169793800889,0.0474452436094166,0.478608326564261
"224","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs10172421",0.0237989803073946,0.0453010669838966,0.599338911306194
"225","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs1028144",0.0099039979610228,0.0461658507611712,0.830133133111942
"226","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs1075737",0.00964443209980763,0.0462334394981741,0.834758203558511
"227","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs10769190",0.0148911108321107,0.0464458883303349,0.74850441518435
"228","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs10895581",0.00975948505296219,0.0461654558787341,0.832573336813919
"229","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs10923025",0.00422535187899951,0.045836523496549,0.926552581582704
"230","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs11073619",0.0145717997009359,0.045925566678416,0.751022298217876
"231","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs11612312",0.00100463449366577,0.0456082415688839,0.982426037349888
"232","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs11644362",0.00550038453638508,0.046444363892717,0.905727322900204
"233","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs11668122",0.00924971934843643,0.0460084790376984,0.840664327607138
"234","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs11691770",0.009083613092424,0.0462404507966139,0.844263439060264
"235","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs11751387",0.00687769408681089,0.0460734242957244,0.881335208340298
"236","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs12062152",0.00802270317405304,0.0461811478663663,0.862083575839608
"237","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs12143280",0.00508654715308044,0.0456439482030743,0.911267692936332
"238","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs12147610",0.0144577565961968,0.0450306387850014,0.748161224876399
"239","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs12152057",0.0102933356150638,0.0461072080126726,0.823342603219764
"240","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs12298541",0.0177612990315053,0.0453488612003708,0.695310034591646
"241","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs12460988",0.00804453855206793,0.0461767777826197,0.861699029704482
"242","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs12474324",0.0101284509010945,0.0462374257256595,0.82660869334919
"243","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs13235506",0.023559787831972,0.0442974714275379,0.594827111714417
"244","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs13387164",0.00932271619726324,0.0462034862421572,0.840092495344318
"245","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs1361360",0.0127017854747697,0.0463984301424462,0.784273185478185
"246","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs1462450",0.0139093751618786,0.0456979196482391,0.76084103055517
"247","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs1556477",0.0128151208023463,0.0460412136701993,0.780751216683957
"248","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs17005492",0.0117351474384152,0.0461558903294117,0.799302218722489
"249","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs17331012",0.0114073344602228,0.0462008657723303,0.804979909091044
"250","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs17693963",0.0209619042429672,0.044834159885656,0.640111329263642
"251","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs2017279",0.00903956895560759,0.0462139681041051,0.844921282030455
"252","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs2058382",0.0195946422605508,0.0451171224670303,0.664066162578312
"253","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs2075677",0.00909377451489298,0.0464295091523221,0.844718214583078
"254","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs210896",0.018558067003173,0.0452483737581094,0.681704889100012
"255","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs2127737",0.00947688963941315,0.0461818731285942,0.837409622425503
"256","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs2212682",0.00627149974519808,0.0460043075916697,0.891565005385533
"257","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs2321300",0.0121445026353135,0.0460110881859232,0.79182052515998
"258","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs2409722",0.00859542162912058,0.0464114380936181,0.853071775437849
"259","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs258677",0.00854207918936139,0.0463575847340196,0.85380558936324
"260","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs2597455",0.00625276212537992,0.0460753197507077,0.892052592724203
"261","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs281288",0.0109392796882521,0.0462567553578222,0.813052137100211
"262","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs2819873",0.00210704579375385,0.0462736032778904,0.963681269402299
"263","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs2911244",0.012631339019077,0.0460268355702725,0.783750943319247
"264","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs3104708",0.0140001197829505,0.0459703268926924,0.760711280109739
"265","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs35238",0.0104071785396085,0.0462497149173706,0.821962576912734
"266","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs3756290",0.00655654643533481,0.0460903789904572,0.886879282570739
"267","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs4570163",0.0211884193529502,0.0456304285975209,0.64239810814618
"268","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs4589952",0.00802232349248063,0.0462327022405877,0.862242283601327
"269","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs4810682",0.010782993143841,0.045983876338942,0.814600645852305
"270","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs4842283",-0.00101660659579889,0.045381667408693,0.98212787412881
"271","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs6073597",0.00367301467492722,0.0458159792205335,0.936102959128201
"272","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs6089930",-0.000939443370551352,0.0447174855015363,0.983238945146254
"273","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs6587766",0.0050797845386336,0.0462479069252729,0.912537734739531
"274","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs6598440",0.00363836961748791,0.0453610776488463,0.936070980708371
"275","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs6813656",0.00586827154854811,0.0461411335926317,0.898797211035146
"276","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs7072297",0.0103938925434033,0.0464840239093476,0.823067478900708
"277","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs7149000",0.000436052598758191,0.0452382958473536,0.99230929807954
"278","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs7445606",0.0101767320668282,0.0461612347581295,0.825512478519403
"279","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs7487682",0.00210629038550225,0.0453804412134021,0.96298023271606
"280","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs7584895",0.0108736592257858,0.0461746596805221,0.813828630797681
"281","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs7939430",0.0068128278092378,0.0461001481616411,0.882513861467628
"282","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs7952069",0.00389033413800183,0.0459098433463989,0.932469237623167
"283","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs8073904",0.00764454933780336,0.0460266675207789,0.868086463444742
"284","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs8180800",0.0142561480896275,0.045822048765817,0.755709525453155
"285","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs903834",0.00669036311974948,0.0460895049734719,0.884584365538893
"286","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs905456",0.0100930955826241,0.0461834626950317,0.827005669155654
"287","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs9291932",0.0127078822671419,0.0460322558644089,0.782498350075176
"288","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs929814",0.00936124138868499,0.0461585195085607,0.839286385593982
"289","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs9528554",0.00655654643533483,0.0460903789904572,0.886879282570739
"290","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs976337",-0.001951687828402,0.0445661062559137,0.965069329348625
"291","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs9840016",-0.00152478223753849,0.0446968462818015,0.97278635122271
"292","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"rs9956636",0.013119830462623,0.0459621395171628,0.775300443399162
"293","Subjective well being || id:1009","Total cholesterol || id:301","1009","301",187320.42,"All",0.00942891703879968,0.0455598061333579,0.836043504887146
"294","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs10172421",-0.00189946966290249,0.0356670375328971,0.957528252039032
"295","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs1028144",0.00172905763467092,0.0356266293059744,0.961291679196085
"296","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs1030443",-0.0052625256577861,0.0347809533426488,0.879735272398949
"297","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs1075737",-0.00596533410428391,0.034889693995277,0.8642418755463
"298","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs10769190",0.00664403349721556,0.0356067915699928,0.851978534723842
"299","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs10895581",0.00128869069861998,0.0356329090107484,0.971150199691925
"300","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs10923025",0.00287945711662603,0.0356020212761087,0.935538153164715
"301","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs11043207",0.00444327757543399,0.0355051488867566,0.900409076898101
"302","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs11073619",-0.000409849300383574,0.0356316022301379,0.990822606961581
"303","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs1135436",-0.00189843575924617,0.0353088795185499,0.957121179971839
"304","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs11612312",0.00239757644450176,0.0357069557274989,0.946465536328643
"305","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs11644362",-0.00488418181154168,0.0353778388056605,0.89019484389373
"306","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs11668122",0.00341304581040148,0.0354532338035739,0.923306965947875
"307","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs11691770",-0.00272971806713549,0.0354265280876437,0.938581431788232
"308","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs11751387",-0.0023100958435086,0.0353978521405104,0.947966269748215
"309","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs12062152",0.00160039214276053,0.0356476281299703,0.964191183860911
"310","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs12143280",-0.00132433830893783,0.0354678848357728,0.970214643182682
"311","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs12147610",0.00469368224472748,0.0352099453611316,0.893951713515517
"312","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs12152057",-5.74433895981568e-05,0.0355391104527444,0.998710345499939
"313","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs12298541",-0.0141574188946619,0.0342045956439318,0.678944415649958
"314","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs12460988",0.000947072202110625,0.0356524362435125,0.978807467143087
"315","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs12474324",3.67362592686659e-05,0.0356437013654061,0.999177658666749
"316","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs12995715",0.00486135923294634,0.0354871605038029,0.891039298253872
"317","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs13235506",0.000510481742580394,0.0356910494548741,0.988588410244379
"318","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs1328835",0.0060479621420836,0.0353050402908324,0.863983231699755
"319","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs13387164",-0.00121003089872342,0.03552712773889,0.972829823202676
"320","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs1361360",0.00121362250077183,0.0357342350157981,0.972907086593442
"321","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs1462450",0.00297702271998809,0.0355266751490266,0.933217969299415
"322","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs1520724",0.00620971259511693,0.0352131625200657,0.860021852467034
"323","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs1556477",0.00182033304340301,0.035646559708505,0.959272798477917
"324","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs16847494",-0.000468273500937125,0.0355556281371662,0.989492032195314
"325","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs17005492",0.00879767449973824,0.0349440229931556,0.801222876767222
"326","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs17331012",0.00628932174053642,0.035376153124414,0.858892441630829
"327","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs17693963",0.0037780228118813,0.0356081923219102,0.915503153603104
"328","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs2017279",-0.000952855119819044,0.0355828375704819,0.97863639925282
"329","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs2058382",0.00902901236652291,0.0348965436505879,0.795838493396492
"330","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs2075677",0.00470825382012441,0.035758381812465,0.895246472610641
"331","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs210896",3.74538089949557e-05,0.0356371211279816,0.999161441511181
"332","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs2127737",0.00269167996619485,0.0356168035541679,0.939758566119887
"333","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs2212682",0.00277137653386435,0.0355881908656261,0.937928689320005
"334","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs2321300",0.00504066792317434,0.0353860037485121,0.886726095463312
"335","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs2409722",-0.000670874868931567,0.0356704211381391,0.984994594185878
"336","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs258677",0.000749006815736115,0.0357417802920722,0.983280708719564
"337","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs2597455",-0.00190174373670042,0.0354689294531388,0.957240173890469
"338","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs281288",8.79615187284262e-05,0.0356747350647284,0.998032695505699
"339","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs2819873",6.31410928943894e-05,0.0358026721697789,0.998592862655097
"340","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs2911244",-0.000899798521975845,0.0355275425000006,0.979794307385911
"341","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs3104708",-0.00279524768588404,0.0353791019120456,0.937025909110795
"342","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs35238",0.0028696416633809,0.035644441805212,0.935833703647222
"343","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs37241",0.00185971992993578,0.0355724433717553,0.958305755176514
"344","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs3756290",-0.00509729230631308,0.0349899743728708,0.884175074657356
"345","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs3828653",0.00125143005333267,0.0356124295560494,0.971967897948899
"346","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs4570163",-0.00313417068559611,0.0355631229447939,0.929773516618067
"347","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs4589952",-0.00055221377700955,0.0356480748346277,0.987640700702639
"348","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs4762896",-0.00091297400482055,0.0354371697698247,0.979446234218491
"349","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs4792196",0.00431535883362639,0.035464159704706,0.903150669283343
"350","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs4810682",0.00404725235359213,0.0353315521474819,0.908801295697792
"351","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs4842283",-0.00550997641566224,0.0352191894230554,0.875679799929072
"352","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs6073597",0.00715063534587987,0.035205829934511,0.839049516924644
"353","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs6089930",0.00229323423170362,0.0356296951653578,0.94868118702189
"354","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs6587766",0.00196032529275939,0.0357552566894045,0.956276917439239
"355","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs6598440",0.003080256804265,0.0355042837729624,0.930864406739934
"356","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs6704609",0.00122420270756443,0.035623844429155,0.972586332582563
"357","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs6772840",0.000407350588251009,0.0356144729968947,0.990874169085144
"358","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs6813656",0.00437943135315047,0.0355849923456801,0.902051971042393
"359","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs7072297",0.00167623790641973,0.0357561717857003,0.962609122960181
"360","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs7149000",-0.00427033805131168,0.0351368643621366,0.903267762093164
"361","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs7445606",0.00344614066448725,0.0355559411510372,0.922788611495797
"362","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs7487682",0.00263272693851824,0.0356076407022666,0.941060407224153
"363","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs7584895",-0.00295231034540147,0.0353667250274232,0.933472214526512
"364","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs7939430",0.00386626328742663,0.0355741602099534,0.913454888482323
"365","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs7952069",0.00188906806063859,0.0356742833108434,0.957769182913194
"366","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs8073904",0.00662303075019828,0.0351335499575904,0.850476760102674
"367","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs8180800",0.00446563161816226,0.0354703315438049,0.899812937724666
"368","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs903834",0.0017334378622337,0.0356578036179783,0.9612275967363
"369","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs905456",0.00790511907192288,0.0349615166233834,0.821116522291502
"370","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs9291932",0.00331681171398139,0.0355915820034508,0.92575190022515
"371","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs929814",0.00657601117348837,0.0352050022582637,0.851823755418315
"372","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs9528554",0.00471160507446124,0.0355015864612438,0.894418511584814
"373","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs976337",0.0077709916602568,0.0350994020045257,0.824781346084688
"374","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs9840016",0.00503651508745797,0.0354712980273646,0.887089118548963
"375","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"rs9956636",0.00477932114236996,0.0354366406115968,0.892715073812611
"376","Subjective well being || id:1009","Waist circumference || id:61","1009","61",232028,"All",0.00154821956087493,0.0352190031851514,0.964936465371442
"377","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs10172421",0.0462688641864077,0.078325405790062,0.554703934156154
"378","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs1028144",0.0346658473675845,0.0787015168280072,0.659594985278112
"379","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs1030443",0.0356492593544495,0.0787510255248057,0.650776941519263
"380","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs1075737",0.0275177880850857,0.0783673925161304,0.725484642701062
"381","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs10769190",0.0342330929347074,0.0788115568862435,0.664022386679209
"382","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs10895581",0.0413655278407921,0.078781761342918,0.599538161874976
"383","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs10923025",0.0300839936793254,0.0789147401315129,0.703038914961206
"384","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs11043207",0.0561564866872644,0.0766468762699064,0.463762751413388
"385","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs11073619",0.036159098103271,0.0788427711470745,0.646505009414675
"386","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs1135436",0.0315704053944708,0.0785125804511414,0.687605776180656
"387","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs11612312",0.0365464505048376,0.0790201831417802,0.643726288177606
"388","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs11644362",0.0341897549167255,0.0787840190939335,0.664311570680961
"389","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs11668122",0.0403072633093088,0.0788835413114635,0.609370819139207
"390","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs11691770",0.0448606372472702,0.0788096531986338,0.569201628043974
"391","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs11751387",0.0297992590696184,0.0782908837751615,0.703483504964029
"392","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs12062152",0.0373682334740507,0.0788819082812347,0.635696914149241
"393","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs12143280",0.0348590330181721,0.0789229627823545,0.658717677310012
"394","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs12147610",0.0424706301463702,0.0787683342044581,0.589759858735931
"395","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs12152057",0.0434798377371814,0.0787143941920659,0.58069167938478
"396","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs12298541",0.0486158545192103,0.078271616294913,0.534522451207001
"397","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs12460988",0.0417675427979535,0.078821690174873,0.596181889205243
"398","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs12474324",0.0294273530783547,0.078382623794821,0.70733913530352
"399","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs12995715",0.0359764143272662,0.0788634208126616,0.648255996291064
"400","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs13235506",0.0339047620972873,0.0789802911306367,0.667718523439995
"401","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs1328835",0.0346134275693825,0.0787398109423559,0.660232299207941
"402","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs13387164",0.041679029321159,0.0788535806282438,0.597109124129387
"403","Subjective well being || id:1009","Coronary heart disease || id:7","1009","7",184305,"rs1361360",0.0426989912762573,0.0787698743631273,0.587768487503052
